"LookupName","ResolvedName","SMILES","CID","MolecularFormula","MonoisotopicMass"
"2-(7,8-dimethoxy-2-oxo-2,3-dihydro-1H-3-benzazepin-3-yl)-N-(1-hydroxy-3-methylpentan-2-yl)acetamide","2-(7,8-dimethoxy-2-oxo-1,2-dihydro-3H-3-benzazepin-3-yl)-N-(1-hydroxy-3-methylpentan-2-yl)acetamide | C20H28N2O5 | CID 110209912",NA,110209912,NA,NA
"(2R,3S,6S)-6-[[5-(methoxymethyl)-1,2-oxazol-3-yl]methyl]-2-[[(2-methoxyphenyl)methylamino]methyl]oxan-3-ol","(2R,3S,6S)-6-[[5-(methoxymethyl)-1,2-oxazol-3-yl]methyl]-2-[[(2-methoxyphenyl)methylamino]methyl]oxan-3-ol","COCC1=CC(=NO1)CC2CCC(C(O2)CNCC3=CC=CC=C3OC)O",0,NA,NA
"6-{[5-(methoxymethyl)-1,2-oxazol-3-yl]methyl}-2-({[(4-methoxyphenyl)methyl]amino}methyl)oxan-3-ol","6-[[5-(Methoxymethyl)-1,2-oxazol-3-yl]methyl]-2-[[(4-methoxyphenyl)methylamino]methyl]oxan-3-ol | C20H28N2O5 | CID 162818845",NA,162818845,NA,NA
"[(4aR,5R,6R,7S)-7-methoxy-1,3,4a,5-tetramethyl-2-oxo-4,5,6,7-tetrahydrobenzo[f]indol-6-yl] N-(hydroxymethyl)-N-methylcarbamate","(7-methoxy-1,3,4a,5-tetramethyl-2-oxo-4,5,6,7-tetrahydrobenzo[f]indol-6-yl) N-(hydroxymethyl)-N-methylcarbamate | C20H28N2O5 | CID 10110065",NA,10110065,NA,NA
"2-[(1S,3S,4aS,9aR)-6-(dimethylamino)-1-(hydroxymethyl)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-1-(4-morpholinyl)ethanone","2-[(1S,3S,4aS,9aR)-6-(dimethylamino)-1-(hydroxymethyl)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-1-(4-morpholinyl)ethanone | C20H28N2O5 | CID 54645986",NA,54645986,NA,NA
"N-[(1-ethylpyrrolidin-2-yl)methyl]-2-[(5-hydroxy-2,2-dimethyl-4-oxo-3,4-dihydro-2H-1-benzopyran-7-yl)oxy]acetamide","N-((1-ethylpyrrolidin-2-yl)methyl)-2-((5-hydroxy-2,2-dimethyl-4-oxochroman-7-yl)oxy)acetamide | C20H28N2O5 | CID 75464693",NA,75464693,NA,NA
"4-hydroxy-6,7-dimethoxy-N-octyl-2-oxo-1,2-dihydroquinoline-3-carboxamide","2,4-dihydroxy-6,7-dimethoxy-N-octylquinoline-3-carboxamide | C20H28N2O5 | CID 54682427",NA,54682427,NA,NA
"n-Caproyl-l-prolyl-l-tyrosine","n-Caproyl-l-prolyl-l-tyrosine | C20H28N2O5 | CID 90805427",NA,90805427,NA,NA
"(+/-)-2-Amino-2-desoxy-3-O-hexadecyl-glycerol","(+/-)-2-Amino-2-desoxy-3-O-hexadecyl-glycerol | C19H41NO2 | CID 11174513",NA,11174513,NA,NA
"(2S,3S)-2-amino-17-methyloctadecane-1,3-diol","CID 14135861 | C19H41NO2 | CID 14135861",NA,14135861,NA,NA
"3-(Hexadecylamino)propane-1,2-diol","3-(Hexadecylamino)propane-1,2-diol | C19H41NO2 | CID 111007",NA,111007,NA,NA
"1,1'-(Tridecylimino)bis-2-propanol","1,1'-(Tridecylimino)bis-2-propanol | C19H41NO2 | CID 21388520",NA,21388520,NA,NA
"Methyltetradecylbis(2-hydroxyethyl)aminium","Zld6acc83C | C19H42NO2+ | CID 13802571",NA,13802571,NA,NA
"2-Hydroxy-N,N,N-trimethyl-3-(tridecyloxy)-1-propanaminium","2-hydroxy-N,N,N-trimethyl-3-(tridecyloxy)propan-1-aminium | C19H42NO2+ | CID 109315",NA,109315,NA,NA
"Chrysosporide","Chrysosporide | C26H47N5O5 | CID 16091636",NA,16091636,NA,NA
"6-amino-N-[2-(3,4-dimethoxycyclohexyl)ethyl]-7-(3-methoxypropyl)-2-oxo-1,9-diaza-7-azoniatricyclo[8.4.0.03,8]tetradecane-5-carboxamide","6-amino-N-[2-(3,4-dimethoxycyclohexyl)ethyl]-7-(3-methoxypropyl)-2-oxo-1,7,9-triazatricyclo[8.4.0.03,8]tetradecane-5-carboxamide | C26H47N5O5 | CID 51383056",NA,51383056,NA,NA
"6-amino-7-[2-(3,4-dimethoxycyclohexyl)ethyl]-N-(3-methoxypropyl)-2-oxo-1,9-diaza-7-azoniatricyclo[8.4.0.03,8]tetradecane-5-carboxamide","6-amino-7-[2-(3,4-dimethoxycyclohexyl)ethyl]-N-(3-methoxypropyl)-2-oxo-1,7,9-triazatricyclo[8.4.0.03,8]tetradecane-5-carboxamide | C26H47N5O5 | CID 51382846",NA,51382846,NA,NA
"1-Aminocyclododecane-1-carboxylic acid","1-Aminocyclododecane-1-carboxylic acid | C13H25NO2 | CID 24693319",NA,24693319,NA,NA
"2-Pentanone, 1-cyclohexyl-5-[(2-hydroxyethyl)amino]-","2-Pentanone, 1-cyclohexyl-5-[(2-hydroxyethyl)amino]- | C13H25NO2 | CID 10263142",NA,10263142,NA,NA
"methyl 2-(6-pentylpiperidin-2-yl)acetate","Methyl 2-(6-pentylpiperidin-2-yl)acetate | C13H25NO2 | CID 85157719",NA,85157719,NA,NA
"Andrachcinidine","Andrachcinidine | C13H25NO2 | CID 101056755",NA,101056755,NA,NA
"4-Ethyl-2-heptyl-2-oxazoline-4-methanol","4-Ethyl-2-heptyl-2-oxazoline-4-methanol | C13H25NO2 | CID 92661",NA,92661,NA,NA
"Cyprodenate","Cyprodenate | C13H25NO2 | CID 71875",NA,71875,NA,NA
"N-Methoxy-N-methyl-10-undecenamide","N-Methoxy-N-methyl-10-undecenamide | C13H25NO2 | CID 294216",NA,294216,NA,NA
"1-[6-(2-hydroxybutyl)piperidin-2-yl]butan-2-one","1-[6-(2-Hydroxybutyl)piperidin-2-yl]butan-2-one | C13H25NO2 | CID 163042531",NA,163042531,NA,NA
"(Z)-N-hydroxy-11-methyldodec-2-enamide","(Z)-N-hydroxy-11-methyldodec-2-enamide | C13H25NO2 | CID 92136104",NA,92136104,NA,NA
"(2S)-N-(2-hydroxyethyl)-5-methyl-2-propan-2-ylcyclohexane-1-carboxamide","N-(2-Hydroxyethyl)-2-(isopropyl)-5-methylcyclohexanecarboxamide | C13H25NO2 | CID 3016102",NA,3016102,NA,NA
"10-Undecenamide, N-(2-hydroxyethyl)-","Undecylenic acid monoethanolamide | C13H25NO2 | CID 88588",NA,88588,NA,NA
"4-(2,2,4,4-Tetramethylvaleryl)morpholine","Morpholine,4-(2,2,4,4-tetramethylvaleryl)- | C13H25NO2 | CID 208727",NA,208727,NA,NA
"2-(4-Ethyl-3-hydroxycyclohexyl)piperidin-1-ium-3-olate","2-(4-Ethyl-3-hydroxycyclohexyl)piperidin-1-ium-3-olate | C13H25NO2 | CID 163124677",NA,163124677,NA,NA
"1-[6-(2-hydroxypropyl)-1-methyl-1,2,3,6-tetrahydropyridin-2-yl]butan-2-ol","2,6-Pyridinediethanol, alpha2-ethyl-1,2,3,6-tetrahydro-alpha',1-dimethyl- | C13H25NO2 | CID 566034",NA,566034,NA,NA
"4-(2-Ethyl-2-methylhexanoyl)morpholine","4-(2-Ethyl-2-methylhexanoyl)morpholine | C13H25NO2 | CID 202711",NA,202711,NA,NA
"1-[6-(2-hydroxybutyl)-1-methylpiperidin-2-yl]propan-2-one","1-[6-(2-Hydroxybutyl)-1-methylpiperidin-2-yl]propan-2-one | C13H25NO2 | CID 162990498",NA,162990498,NA,NA
"3-{5-amino-1,3,3-trimethyl-2-oxabicyclo[2.2.2]octan-5-yl}propan-1-ol","3-(5-Amino-1,3,3-trimethyl-2-oxabicyclo[2.2.2]octan-5-yl)propan-1-ol | C13H25NO2 | CID 163063208",NA,163063208,NA,NA
"4-Nonanoylmorpholine","4-Nonanoylmorpholine | C13H25NO2 | CID 79182",NA,79182,NA,NA
"1-[6-(2-hydroxypropyl)-1-methyl-1,2,3,6-tetrahydropyridin-3-yl]butan-1-ol","1-[6-(2-hydroxypropyl)-1-methyl-3,6-dihydro-2H-pyridin-3-yl]butan-1-ol | C13H25NO2 | CID 162995719",NA,162995719,NA,NA
"2-(4-Hydroxy-3,5-dimethylcyclohexyl)piperidin-1-ium-3-olate","2-(4-Hydroxy-3,5-dimethylcyclohexyl)piperidin-1-ium-3-olate | C13H25NO2 | CID 162801450",NA,162801450,NA,NA
"1H,3H,5H-Oxazolo[3,4-c]oxazole, 7a-ethyldihydro-3,5-bis(1-methylethyl)-","1H,3H,5H-Oxazolo(3,4-c)oxazole, 7a-ethyldihydro-3,5-bis(1-methylethyl)- | C13H25NO2 | CID 688276",NA,688276,NA,NA
"4-Decyl-1,3-oxazolidin-2-one","Decyloxazolidinone | C13H25NO2 | CID 10220190",NA,10220190,NA,NA
"(2,3-dimethylcyclohexyl) N-butylcarbamate","Cyclohexyl carbamate derivative 7 | C13H25NO2 | CID 46898982",NA,46898982,NA,NA
"1-ethyl-6-methoxy-2-methyl-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-7-ol","1-ethyl-6-methoxy-2-methyl-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-7-ol | C13H25NO2 | CID 163170912",NA,163170912,NA,NA
"N-{10,10-dimethyl-2,6-dimethylidenebicyclo[7.2.0]undecan-5-ylidene}hydroxylamine","11,11-Dimethyl-4,8-dimethylene-5-bicyclo[7.2.0]undecanone oxime | C15H23NO | CID 5158410",NA,5158410,NA,NA
"1-((1RS,2SR(alpha Hydrogen),4RS)-bicyclo(2.2.1)hept-5-en-2-yl)-3-(piperidin-1-yl)propan-1-one, exo form-","1-((1RS,2SR(alpha Hydrogen),4RS)-bicyclo(2.2.1)hept-5-en-2-yl)-3-(piperidin-1-yl)propan-1-one, exo form- | C15H23NO | CID 71587744",NA,71587744,NA,NA
"Deca-2E,4E,8Z-Trienoic Acid Piperidide","1-Piperidin-1-yldeca-2,4,8-trien-1-one | C15H23NO | CID 163073268",NA,163073268,NA,NA
"N-(2-methylpropyl)undeca-4,6-dien-10-ynamide","N-(2-methylpropyl)undeca-4,6-dien-10-ynamide | C15H23NO | CID 162909826",NA,162909826,NA,NA
"Adamantan-1-yl(pyrrolidin-1-yl)methanone","Adamantan-1-yl(pyrrolidin-1-yl)methanone | C15H23NO | CID 2741656",NA,2741656,NA,NA
"N-ethyl-1-(3-methoxyphenyl)cyclohexan-1-amine","N-Ethyl-1-(3-methoxyphenyl)cyclohexanamine | C15H23NO | CID 57461569",NA,57461569,NA,NA
"3,4a,5-trimethyl-1H,2H,4H,4aH,5H,6H,7H,8H,8aH,9H,9aH-cyclohexa[f]indol-2-one","3,4a,5-trimethyl-4,5,6,7,8,8a,9,9a-octahydro-1H-benzo[f]indol-2-one | C15H23NO | CID 162974729",NA,162974729,NA,NA
"6-(furan-3-yl)-3-methyl-2-(3-methylbut-2-en-1-yl)piperidine","6-(Furan-3-yl)-3-methyl-2-(3-methylbut-2-enyl)piperidine | C15H23NO | CID 73194698",NA,73194698,NA,NA
"4-(3-(Methylamino)cyclohexyl)benzeneethanol","Benzeneethanol, 4-(3-(methylamino)cyclohexyl)- | C15H23NO | CID 3056654",NA,3056654,NA,NA
"Deoxynupharidine","Deoxynupharidine | C15H23NO | CID 442525",NA,442525,NA,NA
"Deca-2E,4E-Dienoic Acid Piperideide","1-(3,4-dihydro-2H-pyridin-1-yl)deca-2,4-dien-1-one | C15H23NO | CID 72731315",NA,72731315,NA,NA
"3-[(1S)-2-[(dimethylamino)methyl]cyclohexyl]phenol","Phenol, 3-[2-[(dimethylamino)methyl]cyclohexyl]- | C15H23NO | CID 10059894",NA,10059894,NA,NA
"4-(4-Phenylbutyl)piperidin-4-ol","4-(4-Phenylbutyl)piperidin-4-ol | C15H23NO | CID 3019311",NA,3019311,NA,NA
"N-(1-phenylcyclohexyl)-2-methoxyethanamine","N-(1-phenylcyclohexyl)-2-methoxyethanamine | C15H23NO | CID 46839344",NA,46839344,NA,NA
"AZETIDINE, 3-(m-METHOXYPHENYL)-3-PENTYL-","Azetidine, 3-(m-methoxyphenyl)-3-pentyl- | C15H23NO | CID 48720",NA,48720,NA,NA
"3-(1,2-Dimethyl-3-propylpyrrolidin-3-yl)phenol","Phenol, 3-(1,2-dimethyl-3-propyl-3-pyrrolidinyl)- | C15H23NO | CID 200290",NA,200290,NA,NA
"Cananodine","Cananodine | C15H23NO | CID 10059898",NA,10059898,NA,NA
"AZETIDINE, 3-BUTYL-3-(m-METHOXYPHENYL)-1-METHYL-","Azetidine, 3-butyl-3-(m-methoxyphenyl)-1-methyl- | C15H23NO | CID 29926",NA,29926,NA,NA
"3-(3-ethyl-1-methylazepan-3-yl)phenol","Meptazinol | C15H23NO | CID 41049",NA,41049,NA,NA
"Phenol, 3-(1-methyl-3-pentyl-3-azetidinyl)-","Phenol, 3-(1-methyl-3-pentyl-3-azetidinyl)- | C15H23NO | CID 209423",NA,209423,NA,NA
"3-(1-(1-Methyl-3-pyrrolidinyl)butyl)phenol","Phenol, 3-(1-(1-methyl-3-pyrrolidinyl)butyl)- | C15H23NO | CID 3057211",NA,3057211,NA,NA
"5-Methyl-2-propan-2-yl-1-pyridin-2-ylcyclohexan-1-ol","5-Methyl-2-propan-2-yl-1-pyridin-2-ylcyclohexan-1-ol | C15H23NO | CID 14933346",NA,14933346,NA,NA
"m-(3-Isobutyl-1-methyl-3-pyrrolidinyl)phenol","Phenol, m-(3-isobutyl-1-methyl-3-pyrrolidinyl)- | C15H23NO | CID 115757",NA,115757,NA,NA
"m-(3-sec-Butyl-1-methyl-3-pyrrolidinyl)phenol","Phenol, m-(3-sec-butyl-1-methyl-3-pyrrolidinyl)- | C15H23NO | CID 217411",NA,217411,NA,NA
"3-(p-Methoxyphenyl)-1-methyl-3-propylpyrrolidine","3-(p-Methoxyphenyl)-1-methyl-3-propylpyrrolidine | C15H23NO | CID 200322",NA,200322,NA,NA
"3-(3-Methoxyphenyl)-1-methyl-3-propylpyrrolidine","3-(3-Methoxyphenyl)-1-methyl-3-propylpyrrolidine | C15H23NO | CID 122359",NA,122359,NA,NA
"Phenol, m-(1,5-dimethyl-3-propyl-3-pyrrolidinyl)-","Phenol, m-(1,5-dimethyl-3-propyl-3-pyrrolidinyl)- | C15H23NO | CID 200289",NA,200289,NA,NA
"4-(3-Aminocyclohexyl)-beta-methylbenzeneethanol","Benzeneethanol, 4-(3-aminocyclohexyl)-beta-methyl- | C15H23NO | CID 3056656",NA,3056656,NA,NA
"(1S,2S)-2-[(dimethylamino)methyl]-1-phenylcyclohexan-1-ol","Cyclohexanol, 2-((dimethylamino)methyl)-1-phenyl- | C15H23NO | CID 3047065",NA,3047065,NA,NA
"m-(3-Butyl-1-methyl-3-pyrrolidinyl)phenol","m-(3-Butyl-1-methyl-3-pyrrolidinyl)phenol | C15H23NO | CID 102632",NA,102632,NA,NA
"3-((1R,2S)-2-Dipropylamino-cyclopropyl)-phenol","3-((1R,2S)-2-Dipropylamino-cyclopropyl)-phenol | C15H23NO | CID 13972256",NA,13972256,NA,NA
"(1R,2R)-5-methoxy-1-methyl-N-propyl-1,2,3,4-tetrahydronaphthalen-2-amine","(1R,2R)-5-methoxy-1-methyl-N-propyl-1,2,3,4-tetrahydronaphthalen-2-amine | C15H23NO | CID 13755571",NA,13755571,NA,NA
"4-(Cyclohexyloxy)-alpha,3-dimethylbenzylamine","Benzylamine, 4-(cyclohexyloxy)-alpha,3-dimethyl- | C15H23NO | CID 58255",NA,58255,NA,NA
"[5-(4-Tert-butylphenyl)oxolan-2-yl]methanamine","[5-(4-Tert-butylphenyl)oxolan-2-yl]methanamine | C15H23NO | CID 165524614",NA,165524614,NA,NA
"Phenol, m-(1,4-dimethyl-3-propyl-3-pyrrolidinyl)-","Phenol, m-(1,4-dimethyl-3-propyl-3-pyrrolidinyl)- | C15H23NO | CID 200288",NA,200288,NA,NA
"3-(o-Methoxyphenyl)-1-methyl-3-propylpyrrolidine","3-(o-Methoxyphenyl)-1-methyl-3-propylpyrrolidine | C15H23NO | CID 200306",NA,200306,NA,NA
"alpha-(1-(Cyclohexylamino)ethyl)benzenemethanol","alpha-(1-(Cyclohexylamino)ethyl)benzenemethanol | C15H23NO | CID 16335",NA,16335,NA,NA
"N-(2-methoxycyclohexyl)-3,4-dimethylaniline","N-(2-methoxycyclohexyl)-3,4-dimethylaniline | C15H23NO | CID 2850833",NA,2850833,NA,NA
"N-hexyl-2-(4-methylphenyl)acetamide","N-hexyl-2-(4-methylphenyl)acetamide | C15H23NO | CID 4637834",NA,4637834,NA,NA
"Rotundine B","Rotundine B | C15H23NO | CID 21603505",NA,21603505,NA,NA
"N-(2-methoxycyclohexyl)-2,5-dimethylaniline","N-(2-methoxycyclohexyl)-2,5-dimethylaniline | C15H23NO | CID 2850171",NA,2850171,NA,NA
"1-Piperidinepropanol, alpha-(p-tolyl)-","1-Piperidinepropanol, alpha-(p-tolyl)- | C15H23NO | CID 214250",NA,214250,NA,NA
"1-[2-(2-Phenylethoxy)ethyl]piperidine","Piperidine, 1-(2-(phenethyloxy)phenyl)- | C15H23NO | CID 213757",NA,213757,NA,NA
"Ethanol, 2-(N-methyl-N-(1-phenylcyclohexyl)amino)-","Ethanol, 2-(N-methyl-N-(1-phenylcyclohexyl)amino)- | C15H23NO | CID 56818",NA,56818,NA,NA
"beta-(p-Methylbenzyl)-1-piperidineethanol","beta-(p-Methylbenzyl)-1-piperidineethanol | C15H23NO | CID 201864",NA,201864,NA,NA
"4-[2-(Dipropylamino)cyclopropyl]phenol","4-[2-(Dipropylamino)cyclopropyl]phenol | C15H23NO | CID 13972268",NA,13972268,NA,NA
"(2R)-2-methyl-1-(3-phenoxypropyl)piperidine","2-Methyl-1-(3-phenoxypropyl)piperidine | C15H23NO | CID 3048077",NA,3048077,NA,NA
"2-Propanone, 1-(diethylamino)-3-(2,6-xylyl)-","2-Propanone, 1-(diethylamino)-3-(2,6-xylyl)- | C15H23NO | CID 3022022",NA,3022022,NA,NA
"2-[2-(Dipropylamino)cyclopropyl]phenol","2-(2-Hydroxyphenyl)-N,N-di-n-propylcyclopropylamine | C15H23NO | CID 3082591",NA,3082591,NA,NA
"(+/-)-threo-N-Ethylritalinol","2-(1-Ethylpiperidin-2-yl)-2-phenylethanol | C15H23NO | CID 73309690",NA,73309690,NA,NA
"1-[(4-Propan-2-ylphenyl)methyl]piperidin-1-ium-4-ol","1-{[4-(Propan-2-yl)phenyl]methyl}piperidin-4-ol | C15H23NO | CID 764714",NA,764714,NA,NA
"N-butyl-4-tert-butylbenzamide","N-Butyl-4-(1,1-dimethylethyl)benzamide | C15H23NO | CID 3583788",NA,3583788,NA,NA
"Piperidine, 1-(beta-ethoxyphenethyl)-","Piperidine, 1-(beta-ethoxyphenethyl)- | C15H23NO | CID 99794",NA,99794,NA,NA
"4-tert-butyl-N-isobutylbenzamide","4-Tert-butyl-N-isobutylbenzamide | C15H23NO | CID 722405",NA,722405,NA,NA
"(1S,2R)-1-phenyl-2-pyrrolidin-1-ylpentan-1-ol","alpha-Phenyl-beta-propyl-1-pyrrolidineethanol | C15H23NO | CID 101616949",NA,101616949,NA,NA
"4-Hydroxy-2-(di-n-propylamino)indan","4-Hydroxy-2-(di-n-propylamino)indan | C15H23NO | CID 146855",NA,146855,NA,NA
"4-(Dibutylamino)benzaldehyde","4-(Dibutylamino)benzaldehyde | C15H23NO | CID 605391",NA,605391,NA,NA
"(2S)-1-(3,4-dimethylphenyl)-2-(ethylamino)pentan-1-one","3,4-Dimethyl-alpha-ethylaminovalerophenone | C15H23NO | CID 129844560",NA,129844560,NA,NA
"1(2H)-Quinolineethanol, 3,4-dihydro-2,2,4,7-tetramethyl-","1(2H)-Quinolineethanol, 3,4-dihydro-2,2,4,7-tetramethyl- | C15H23NO | CID 103845",NA,103845,NA,NA
"N,N-diethyl-2-(3-phenylprop-2-enoxy)ethanamine","N,N-diethyl-2-(3-phenylprop-2-enoxy)ethanamine | C15H23NO | CID 213814",NA,213814,NA,NA
"N-(Sec-butyl)-4-tert-butylbenzamide","4-(1,1-Dimethylethyl)-N-(1-methylpropyl)benzamide | C15H23NO | CID 4241343",NA,4241343,NA,NA
"N-benzyloctanamide","N-benzyloctanamide | C15H23NO | CID 245677",NA,245677,NA,NA
"N-(4-Methylphenyl)octanamide","Octanamide, N-(4-methylphenyl)- | C15H23NO | CID 98769",NA,98769,NA,NA
"N,N-Dibutylbenzamide","N,N-Dibutylbenzamide | C15H23NO | CID 32774",NA,32774,NA,NA
"Benzamide, 4-(1,1-dimethylethyl)-N,N-diethyl-","p-tert-Butyl-N,N-diethylbenzamide | C15H23NO | CID 101279",NA,101279,NA,NA
"n,n-Bis(2-methylpropyl)benzamide","N,N-Diisobutylbenzamide | C15H23NO | CID 228018",NA,228018,NA,NA
"Octanamide, N-(2-methylphenyl)-","Octanamide, N-(2-methylphenyl)- | C15H23NO | CID 3041675",NA,3041675,NA,NA
"Pseudoxylallemycin A","Pseudoxylallemycin A | C32H44N4O4 | CID 132934654",NA,132934654,NA,NA
"Osct 3","6,12-Dibenzyl-3,9-di(butan-2-yl)-1,7-dimethyl-1,4,7,10-tetrazacyclododecane-2,5,8,11-tetrone | C32H44N4O4 | CID 72666247",NA,72666247,NA,NA
"(1S,2S,5R,6S,7S)-2-N-cyclohexyl-6-N-(3,5-dimethylphenyl)-4-oxo-3-(3-piperidin-1-ylpropyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide","2-N-cyclohexyl-6-N-(3,5-dimethylphenyl)-4-oxo-3-(3-piperidin-1-ylpropyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide | C32H44N4O4 | CID 22421517",NA,22421517,NA,NA
"(1R,2S,5S,6R,7R)-2-N-[(1R,2S,3S)-2,3-dimethylcyclohexyl]-6-N-(3-methylphenyl)-4-oxo-3-(3-pyrrolidin-1-ylpropyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide","2-N-(2,3-dimethylcyclohexyl)-6-N-(3-methylphenyl)-4-oxo-3-(3-pyrrolidin-1-ylpropyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide | C32H44N4O4 | CID 22421411",NA,22421411,NA,NA
"2-N-(2,3-dimethylcyclohexyl)-6-N-(3-methylphenyl)-4-oxo-3-(2-piperidin-1-ylethyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide","2-N-(2,3-dimethylcyclohexyl)-6-N-(3-methylphenyl)-4-oxo-3-(2-piperidin-1-ylethyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide | C32H44N4O4 | CID 22421412",NA,22421412,NA,NA
"(1S,2S,5R,6S,7S)-2-N-cyclohexyl-6-N-(3,4-dimethylphenyl)-4-oxo-3-(3-piperidin-1-ylpropyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide","2-N-cyclohexyl-6-N-(3,4-dimethylphenyl)-4-oxo-3-(3-piperidin-1-ylpropyl)-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide | C32H44N4O4 | CID 22421512",NA,22421512,NA,NA
"1-[[(10S,11S)-13-[(2R)-1-hydroxypropan-2-yl]-11,16-dimethyl-14-oxo-9-oxa-13,16-diazatetracyclo[13.7.0.02,7.017,22]docosa-1(15),2,4,6,17,19,21-heptaen-10-yl]methyl]-1-methyl-3-[(2S)-3-methylbutan-2-yl]urea","CID 76159645 | C32H44N4O4 | CID 76159645",NA,76159645,NA,NA
"(1S,2S,5R,6S,7S)-2-N-cyclohexyl-6-N-(4-methylphenyl)-3-[3-[(3S)-3-methylpiperidin-1-yl]propyl]-4-oxo-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide","2-N-cyclohexyl-6-N-(4-methylphenyl)-3-[3-(3-methylpiperidin-1-yl)propyl]-4-oxo-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide | C32H44N4O4 | CID 22421557",NA,22421557,NA,NA
"(2S,4S)-1-[(2S)-2-[(2S)-2-(dimethylamino)propanamido]-3,3-dimethylbutanoyl]-4-phenoxy-N-[(1R)-1,2,3,4-tetrahydronaphthalen-1-yl]pyrrolidine-2-carboxamide","(2S,4S)-1-[(2S)-2-[(2S)-2-(dimethylamino)propanamido]-3,3-dimethylbutanoyl]-4-phenoxy-N-[(1R)-1,2,3,4-tetrahydronaphthalen-1-yl]pyrrolidine-2-carboxamide | C32H44N4O4 | CID 11432796",NA,11432796,NA,NA
"N,N'-Bis[3-(1H-indol-4-yloxy)-2-hydroxypropyl]-p-menthane-1,8-diamine","1-[[4-[2-[[2-hydroxy-3-(1H-indol-4-yloxy)propyl]amino]propan-2-yl]-1-methylcyclohexyl]amino]-3-(1H-indol-4-yloxy)propan-2-ol | C32H44N4O4 | CID 101591874",NA,101591874,NA,NA
"N-(5-hydroxy-7a-{3-[4-(2-methoxyphenyl)piperazin-1-yl]-3-oxopropyl}-3,3,5-trimethyl-octahydro-1H-inden-1-yl)pyridine-3-carboxamide","N-[5-hydroxy-7a-[3-[4-(2-methoxyphenyl)piperazin-1-yl]-3-oxopropyl]-3,3,5-trimethyl-1,2,3a,4,6,7-hexahydroinden-1-yl]pyridine-3-carboxamide | C32H44N4O4 | CID 75112019",NA,75112019,NA,NA
"Tetradeca-6,8,10-trienedioylcarnitine","Tetradeca-6,8,10-trienedioylcarnitine | C21H33NO6 | CID 156962155",NA,156962155,NA,NA
"Tetradeca-6,9,12-trienedioylcarnitine","Tetradeca-6,9,12-trienedioylcarnitine | C21H33NO6 | CID 156962159",NA,156962159,NA,NA
"Tetradeca-7,9,11-trienedioylcarnitine","Tetradeca-7,9,11-trienedioylcarnitine | C21H33NO6 | CID 156962153",NA,156962153,NA,NA
"Tetradeca-4,7,10-trienedioylcarnitine","Tetradeca-4,7,10-trienedioylcarnitine | C21H33NO6 | CID 156962157",NA,156962157,NA,NA
"Tetradeca-5,8,11-trienedioylcarnitine","Tetradeca-5,8,11-trienedioylcarnitine | C21H33NO6 | CID 156962145",NA,156962145,NA,NA
"(2E,4Z,10Z)-Tetradeca-2,4,10-trienedioylcarnitine","(2E,4Z,10Z)-Tetradeca-2,4,10-trienedioylcarnitine | C21H33NO6 | CID 156962151",NA,156962151,NA,NA
"Tetradeca-5,7,9-trienedioylcarnitine","Tetradeca-5,7,9-trienedioylcarnitine | C21H33NO6 | CID 156962149",NA,156962149,NA,NA
"Tetradeca-8,10,12-trienedioylcarnitine","Tetradeca-8,10,12-trienedioylcarnitine | C21H33NO6 | CID 156962147",NA,156962147,NA,NA
"Trimethylolpropane diacrylate 3-(hexamethyleniminyl)propionate","1H-Azepine-1-propanoic acid, hexahydro-, 2,2-bis[[(1-oxo-2-propen-1-yl)oxy]methyl]butyl ester | C21H33NO6 | CID 3085920",NA,3085920,NA,NA
"7-({[2,3-dihydroxy-3-methyl-2-(propan-2-yl)butanoyl]oxy}methyl)-2,3,5,7a-tetrahydro-1H-pyrrolizin-1-yl 2-methylbut-2-enoate","[7-(2-methylbut-2-enoyloxy)-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl 2,3-dihydroxy-3-methyl-2-propan-2-ylbutanoate | C21H33NO6 | CID 163059025",NA,163059025,NA,NA
