LookupName,SMILES,CID
"methyl 2-{6-[2-(1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl)ethyl]-6-methyl-1,2-dioxan-3-yl}propanoate",CC1CCC2(C(C1(C)CCC3(CCC(OO3)C(C)C(=O)OC)C)CCC=C2C)C,13892702
"methyl 2-{6-[2-(2,5,5,8a-tetramethyl-1,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl)ethyl]-6-methyl-1,2-dioxan-3-yl}propanoate",CC1=CCC2C(CCCC2(C1CCC3(CCC(OO3)C(C)C(=O)OC)C)C)(C)C,13892704
Ivangustin Acatate,CC1=C2CC3C(CC2(C(CC1)OC(=O)C)C)OC(=O)C3=C,13895672
"4-(prop-2-en-1-yl)benzene-1,3-diol",C=CCC1=C(C=C(C=C1)O)O,13898113
methyl (2S)-4-methyl-2-[[(2R)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]pentanoate,CC(C)CC(C(=O)OC)NC(=O)C(C)NC(=O)OC(C)(C)C,13909346
"(E)-5-(1,2,4a,5-Tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpent-2-enoic acid",CC1CCC2(C(C1(C)CC/C(=C/C(=O)O)/C)CC(=O)C=C2C)C,13918478
"(E)-5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpent-2-enoic acid",CC1CCC2(C(C1(C)CC/C(=C/C(=O)O)/C)CC(=O)C=C2C)C,13918478
"(E)-5-(1,2,4a,5-Tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpent-2-enoic acid",NA,13918478
"[5'-(2-methoxy-2-oxoethyl)-5,5,5',8a-tetramethyl-4a,5,6,7,8,8a-hexahydro-4H-spiro[naphthalene-1,2'-oxolan]-2-yl]methyl 2-methylpropanoate",CC(C)C(=O)OCC1=CCC2C(CCCC2(C13CCC(O3)(C)CC(=O)OC)C)(C)C,13918577
Isocedrolic Acid,CC1(C2CCC(C23CCC(C1C3)(C)O)C(=O)O)C,13918868
2-(2-amino-3-hydroxypropanamido)-4-methylpentanoic acid,CC(C)CC(C(=O)O)NC(=O)C(CO)N,13919048
Isomaltotetraose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)OC[C@@H]4[C@H]([C@@H]([C@H](C(O4)O)O)O)O)O)O)O)O)O)O)O)O)O)O,13938912
"(3R)-3-(3,4-dimethoxyphenyl)-8-hydroxy-3,4-dihydroisochromen-1-one",COC1=C(C=C(C=C1)[C@H]2CC3=C(C(=CC=C3)O)C(=O)O2)OC,13939151
Monomethylphylodulcin,COC1=C(C=C(C=C1)[C@H]2CC3=C(C(=CC=C3)O)C(=O)O2)OC,13939151
"(3R)-3-(3,4-dimethoxyphenyl)-8-hydroxy-3,4-dihydroisochromen-1-one",NA,13939151
"(E)-3-(4-methoxyphenyl)-1-(2,4,6-trimethoxy-3-(3-methylbut-2-enyl)phenyl)prop-2-en-1-one",CC(=CCC1=C(C(=C(C=C1OC)OC)C(=O)/C=C/C2=CC=C(C=C2)OC)OC)C,13941333
"(E)-3-(4-methoxyphenyl)-1-[2,4,6-trimethoxy-3-(3-methylbut-2-enyl)phenyl]prop-2-en-1-one",CC(=CCC1=C(C(=C(C=C1OC)OC)C(=O)/C=C/C2=CC=C(C=C2)OC)OC)C,13941333
"(E)-3-(4-methoxyphenyl)-1-(2,4,6-trimethoxy-3-(3-methylbut-2-enyl)phenyl)prop-2-en-1-one",NA,13941333
Glochidone,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@H]4[C@]([C@@]3(CC2)C)(CC[C@@H]5[C@@]4(C=CC(=O)C5(C)C)C)C)C,13942832
Glochidone,NA,13942832
Cycloastragenol,C[C@]12CC[C@@]34C[C@@]35CC[C@@H](C([C@@H]5[C@H](C[C@H]4[C@@]1(C[C@@H]([C@@H]2[C@]6(CC[C@H](O6)C(C)(C)O)C)O)C)O)(C)C)O,13943286
"2,11,16-trihydroxy-9-(hydroxymethyl)-5,5-dimethyl-14-methylidenetetracyclo(11.2.1.0,?.0?,?)hexadecan-15-one",CC1(CCCC2(C1CC(C34C2C(CC(C3O)C(=C)C4=O)O)O)CO)C,13945509
"2,11,16-trihydroxy-9-(hydroxymethyl)-5,5-dimethyl-14-methylidenetetracyclo(11.2.1.0,?.0?,?)hexadecan-15-one",NA,13945509
"N,N-Dimethyltryptophan",CN(C)[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,13946332
"2,7-Dimethoxy-1,4,5,8-tetrahydronaphthalene",COC1=CCC2=C(C1)CC(=CC2)OC,13950331
"2-((4R)-4-((3R,5R,6R,8S,9S,10R,13R,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta(a)phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid",C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,13955657
PyroGlu-Phe,C1CC(=O)NC1C(=O)NC(CC2=CC=CC=C2)C(=O)O,13961383
Pyroglutamylphenylalanine,C1CC(=O)NC1C(=O)NC(CC2=CC=CC=C2)C(=O)O,13961383
2-[(5-oxopyrrolidin-2-yl)formamido]-3-phenylpropanoic acid,NA,13961383
"1-(5-ethyl-6-methylheptan-2-yl)-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta(a)phenanthrene-5,7-diol",CCC(CCC(C)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C)C(C)C,13964296
Rosmanol,CC(C)C1=C(C(=C2C(=C1)[C@@H]([C@@H]3[C@@H]4[C@@]2(CCCC4(C)C)C(=O)O3)O)O)O,13966122
Galdosol,NA,13966127
"3-((1R,2S)-2-Dipropylamino-cyclopropyl)-phenol",CCCN(CCC)[C@H]1C[C@@H]1C2=CC(=CC=C2)O,13972256
4-[2-(Dipropylamino)cyclopropyl]phenol,CCCN(CCC)C1CC1C2=CC=C(C=C2)O,13972268
"octadeca-9,11,15-trienoic acid",CC/C=C/CC/C=C/C=C/CCCCCCCC(=O)O,13983929
"11,15-Octadecadienoic acid",CC/C=C/CC/C=C/CCCCCCCCCC(=O)O,13983930
"6-(3-((3,4-dimethoxyphenyl)methyl)-4-methoxy-2-(methoxymethyl)butyl)-4-methoxy-1,3-benzodioxole",COCC(CC1=CC(=C(C=C1)OC)OC)C(CC2=CC3=C(C(=C2)OC)OCO3)COC,13989914
"(5R)-5-((3R,5S,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta(a)phenanthren-17-yl)hexanoic acid",C[C@H](CCCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,13990078
"Dereplicator+ Identification3,3',4',5,7-Pentahydroxyflavan-(2?7,4?8)-3,3',4',5,7-pentahydroxyflavan-(4?8)-3,3',4',5,7-pentahydroxyflavan 3,3',4',5,7-Pentahydroxyflavan-(2?7,4?8)-3,3',4',5,7-pentahydroxyflavan-(4?8)-3,3',4',5,7-pentahydroxyflavan",C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=CC(=CC(=C67)O)O)C8=CC(=C(C=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,13990885
"(2R,3S,6R)-3-hydroxy-2-methyl-6-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta(a)phenanthren-17-yl)heptanoic acid",C[C@H](CC[C@@H]([C@@H](C)C(=O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,13991771
"(25S)-3alpha,7alpha,12alpha,24R-tetrahydroxy-5beta-cholestan-26-oic acid",C[C@H](CC[C@H]([C@H](C)C(=O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,13991773
"(2S,3R,6R)-3-hydroxy-2-methyl-6-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta(a)phenanthren-17-yl)heptanoic acid",C[C@H](CC[C@H]([C@H](C)C(=O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,13991773
"(2S,3R,6R)-3-hydroxy-2-methyl-6-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta(a)phenanthren-17-yl)heptanoic acid",NA,13991773
"(2R,3R,6R)-3-hydroxy-2-methyl-6-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta(a)phenanthren-17-yl)heptanoic acid",C[C@H](CC[C@H]([C@@H](C)C(=O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,13991774
ethyl 5-ethyl-1-methyl-1H-pyrazole-4-carboxylate,CCC1=C(C=NN1C)C(=O)OCC,14003890
"N-[(1,1-Dimethylethoxy)carbonyl]-L-leucyl-L-alanine methyl ester",C[C@@H](C(=O)OC)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,14013672
"4-(3-hydroxy-4-methoxyphenyl)-6,7-dimethoxy-2,3-dimethyl-1,2,3,4-tetrahydronaphthalen-1-one",CC1C(C(=O)C2=CC(=C(C=C2C1C3=CC(=C(C=C3)OC)O)OC)OC)C,14017377
15-Hydroxy-7-oxodehydroabietic acid,C[C@]12CCC[C@@]([C@@H]1CC(=O)C3=C2C=CC(=C3)C(C)(C)O)(C)C(=O)O,14017925
15-Hydroxy-7-oxodehydroabietic acid,NA,14017925
4-(1-hydroxyprop-2-en-1-yl)phenol,C=CC(C1=CC=C(C=C1)O)O,14018450
"(1R,3R,4R,4aS,5'S,8aR)-5'-(furan-3-yl)-1-hydroxy-8,8a-bis(hydroxymethyl)-3-methylspiro(1,2,3,4a,5,6-hexahydronaphthalene-4,3'-oxolane)-2'-one",C[C@@H]1C[C@H]([C@@]2([C@@H]([C@@]13C[C@H](OC3=O)C4=COC=C4)CCC=C2CO)CO)O,14021451
1-(2-((5-oxopyrrolidin-2-yl)formamido)-3-phenylpropanoyl)pyrrolidine-2-carboxamide,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)NC(=O)C3CCC(=O)N3)C(=O)N,14021549
1-{2-[(5-oxopyrrolidin-2-yl)formamido]-3-phenylpropanoyl}pyrrolidine-2-carboxamide,NA,14021549
cis-7-Hexadecenoic Acid methyl ester,CCCCCCCC/C=C\CCCCCC(=O)OC,14029831
cis-7-Hexadecenoic acid methyl ester,CCCCCCCC/C=C\CCCCCC(=O)OC,14029831
cis-7-Hexadecenoic acid methyl ester,NA,14029831
Pongaflavone,CC1(C=CC2=C(O1)C=CC3=C2OC(=C(C3=O)OC)C4=CC=CC=C4)C,14033983
Alisol  B Acetate,CC(CC(C1C(O1)(C)C)OC(=O)C)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O,14036809
Alisol C Monoacetate,C[C@H](C[C@@H]([C@@H]1C(O1)(C)C)OC(=O)C)C2=C3C[C@@H]([C@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@@]4([C@]3(CC2=O)C)C)(C)C)C)O,14036813
alisol C 23-acetate,C[C@H](C[C@@H]([C@@H]1C(O1)(C)C)OC(=O)C)C2=C3C[C@@H]([C@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@@]4([C@]3(CC2=O)C)C)(C)C)C)O,14036813
71606-07-0,CC/C=C\C[C@@H]1[C@H](C=CC1=O)CCCCCCCC(=O)O,14037063
"9s,13r-12-Oxophytodienoic Acid",CC/C=C\C[C@@H]1[C@H](C=CC1=O)CCCCCCCC(=O)O,14037063
"(1S,2S)-3-Oxo-2-(2Z-Pentenyl)Cyclopentane-1-Octanoic Acid Methyl Ester",CC/C=C\C[C@H]1[C@H](CCC1=O)CCCCCCCC(=O)OC,14037073
Putative Canescin A observed in Aspergillus,CC1=CC2=CC(=C(C(=C2C(=O)O1)O)C3CC(C(=O)O3)OC)O,14037895
(R)-5-Oxo-2-pyrrolidinecarboxylic acid propyl ester,CCCOC(=O)C1CCC(=O)N1,14038125
1-Acetylpiperidine-3-carboxylic acid,CC(=O)N1CCCC(C1)C(=O)O,14043896
"2,4-Di-(2-ethylhexyl) trimellitate",NA,14048412
2'-Acetylsalicortin,CC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=CC=CC=C2COC(=O)C3(C=CCCC3=O)O)CO)O)O,14048611
2'-Acetylsalicortin,NA,14048611
"1,3-dihydroxyicosan-2-aminium",NA,14048931
4-methyl-2-((5-oxopyrrolidin-2-yl)formamido)pentanoic acid,CC(C)CC(C(=O)O)NC(=O)C1CCC(=O)N1,14054647
4-methyl-2-[(5-oxopyrrolidin-2-yl)formamido]pentanoic acid,NA,14054647
N-(12-acetamidododecyl)acetamide,CC(=O)NCCCCCCCCCCCCNC(=O)C,14056759
"3-(2,4a,8,8,10a-pentamethyl-1,2,3,4,4a,4b,5,6,7,8,10,10a-dodecahydrophenanthrene-1-carbonyloxy)-2-hydroxypropyl acetate",CC1CCC2(C3CCCC(C3=CCC2(C1C(=O)OCC(COC(=O)C)O)C)(C)C)C,14060112
"1-(2,4a,8,8,10a-pentamethyl-1,2,3,4,4a,4b,5,6,7,8,10,10a-dodecahydrophenanthrene-1-carbonyloxy)-3-hydroxypropan-2-yl acetate",CC1CCC2(C3CCCC(C3=CCC2(C1C(=O)OCC(CO)OC(=O)C)C)(C)C)C,14060114
1-Azetidin-1-YL-ethanone,CC(=O)N1CCC1,14061673
"methyl (4R)-4-[(7R,10R,13R,17R)-7-hydroxy-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]pentanoate",CC(CCC(=O)OC)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C,14077681
Arisantetralone C,C[C@@H]1[C@@H](C(=O)C2=CC(=C(C=C2[C@H]1C3=CC(=C(C=C3)OC)OC)OC)O)C,14078177
methyl 2-[(benzyloxy)amino]-3-phenylpropanoate,COC(=O)C(CC1=CC=CC=C1)NOCC2=CC=CC=C2,14104131
"10,11-dihydroxy-9,9-bis(hydroxymethyl)-2,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid",CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(CO)CO)O)O)C)C)C2C1)C)C(=O)O)C,14105931
"10,11-dihydroxy-9,9-bis(hydroxymethyl)-1,2,6a,6b,12a-pentamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid",CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(CO)CO)O)O)C)C)C2C1C)C)C(=O)O,14105934
"4-ethoxy-3a-hydroxy-octahydro-1H-indole-2,6-dione",CCOC1CC(=O)CC2C1(CC(=O)N2)O,14106940
Eseroline Fumarate,CC12CCN(C1N(C3=C2C=C(C=C3)O)C)C.C(=C/C(=O)O)\C(=O)O,14107707
"3,15-Diacetyldeoxynivalenol",CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)COC(=O)C,14108095
"5-hydroperoxy-5,9,13-trimethyltetracyclo[10.2.2.0¹,¹⁰.0⁴,⁹]hexadecan-13-ol",CC12CCCC(C1CCC34C2CC(CC3)C(C4)(C)O)(C)OO,14109728
7-hydroxy-3-(2-methylbut-3-en-2-yl)-6-(3-methylbut-2-enyl)chromen-2-one,CC(=CCC1=C(C=C2C(=C1)C=C(C(=O)O2)C(C)(C)C=C)O)C,14133589
Gravelliferone,CC(=CCC1=C(C=C2C(=C1)C=C(C(=O)O2)C(C)(C)C=C)O)C,14133589
Gravelliferone,NA,14133589
"methyl (4R)-4-((5R,8S,9S,10R,13R,17R)-10,13-dimethyl-3,6-dioxohexadecahydro-1H-cyclopenta(a)phenanthren-17-yl)pentanoate",C[C@H](CCC(=O)OC)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@H]4[C@@]3(CCC(=O)C4)C)C,14135841
"methyl (4R)-4-[(5R,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-3,6-dioxo-2,4,5,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoate",C[C@H](CCC(=O)OC)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@H]4[C@@]3(CCC(=O)C4)C)C,14135841
"2-hydroxy-4,6,19-trimethoxy-16-methyl-9,11-dioxa-14-azaheptacyclo[10.7.2.1²,⁵.0¹,¹³.0³,⁸.0⁸,¹².0¹⁶,²⁰]docos-14-en-21-yl acetate",CC(=O)OC1C2C3(CCC(C24C(C15C6(CC(C7CC4(C6C7OC)O)OC)OCO5)N=C3)OC)C,14136139
"5a-methyl-3,9-dimethylidene-2-oxo-dodecahydronaphtho[1,2-b]furan-6-yl acetate",CC(=O)OC1CCC(=C)C2C1(CCC3C2OC(=O)C3=C)C,14137533
"Dicyclopenta(a,i)phenanthrene-3a(1H)-carboxylic acid, 10-formyloctadecahydro-9-hydroxy-5a,5b,8,8,10a-pentamethyl-1-(1-methylethenyl)-",CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C(C(C5(C)C)O)C=O)C)C)C(=O)O,14137704
"NCGC00169053-03_C30H46O4_Dicyclopenta[a,i]phenanthrene-3a(1H)-carboxylic acid, 10-formyloctadecahydro-9-hydroxy-5a,5b,8,8,10a-pentamethyl-1-(1-methylethenyl)-",CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C(C(C5(C)C)O)C=O)C)C)C(=O)O,14137704
PHE p 237.0868 15.1,CC(=O)N(C)N(C1=CC=CC=C1)C(=O)C(=O)O,14145835
(4R)-4-Methylpiperidin-2-one,CC1CCNC(=O)C1,14146878
Hapalindole D,CC(=C)[C@H]1CC[C@]([C@@H]([C@@H]1C2=CNC3=CC=CC=C32)N=C=S)(C)C=C,14157132
Hapalindole F,CC(=C)[C@H]1C[C@H]([C@]([C@@H]([C@@H]1C2=CNC3=CC=CC=C32)N=C=S)(C)C=C)Cl,14157135
Dihydrobotrydial,C[C@@H]1C[C@@H]([C@@H]2[C@@]3([C@H]1[C@H](OC[C@]3(CC2(C)C)C)O)O)OC(=O)C,14157997
Acetyl-phenylalanylvaline,CC(C)[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C,14158468
N-Acetylphenylalanylvaline,CC(C)[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C,14158468
Epidihydrophaseic Acid,NA,14160513
"5,9,14-trimethyl-15-oxotetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane-5-carboxylic acid",CC1C2CCC3C4(CCCC(C4CCC3(C2)C1=O)(C)C(=O)O)C,14160573
"1-(3,5-ditetradecanoylphenyl)tetradecan-1-one",CCCCCCCCCCCCCC(=O)C1=CC(=CC(=C1)C(=O)CCCCCCCCCCCCC)C(=O)CCCCCCCCCCCCC,14160627
"4,4-dimethyl-6-oxo-octahydropyrano[3,4-c]pyrrole-1-carboxylic acid",CC1(C2CNC(C2CC(=O)O1)C(=O)O)C,14161082
"methyl 7-ethenyl-1,4a,7-trimethyl-9-oxo-tetradecahydrophenanthrene-1-carboxylate",CC1(CCC2C(C1)C(=O)CC3C2(CCCC3(C)C(=O)OC)C)C=C,14164095
"[3Ar-(3Aalpha,4Aalpha,8Abeta,9Aalpha)]- 5-[(Acetyloxy)Methyl]-3A,4,4A,7,8,8A,9,9A-Octahydro-8A-Methyl-3-Methylenenaphtho[2,3-B]Furan-2(3H)-One",CC(=O)OCC1=CCCC2(C1CC3C(C2)OC(=O)C3=C)C,14164898
Cochliobolin B,CC1=C([C@H]2[C@H](CC[C@@]1([C@H]2COC(=O)C)C)C(C)C)C(=O)O,14165723
"{10-[(acetyloxy)methyl]-6,6-dimethyltricyclo[5.3.1.0¹,⁵]undec-9-en-2-yl}methyl acetate",CC(=O)OCC1CCC2C13CC(C2(C)C)CC=C3COC(=O)C,14166755
"octadecyl 2,3-dihydroxybenzoate",CCCCCCCCCCCCCCCCCCOC(=O)C1=C(C(=CC=C1)O)O,14177663
BPS-MPE4,C1=CC=C(C=C1)COC2=CC=C(C=C2)S(=O)(=O)C3=CC=CC=C3O,14178379
"2,3,4,4,4-Pentadeuterio-2-(phenoxycarbonylamino)-3-(trideuteriomethyl)butanoic acid",CC(C)C(C(=O)O)NC(=O)OC1=CC=CC=C1,14186250
"9-Phenyl-1-(2,4,6-trihydroxyphenyl)nonan-1-one",C1=CC=C(C=C1)CCCCCCCCC(=O)C2=C(C=C(C=C2O)O)O,14186891
"9-phenyl-1-(2,4,6-trihydroxyphenyl)nonan-1-one",C1=CC=C(C=C1)CCCCCCCCC(=O)C2=C(C=C(C=C2O)O)O,14186891
"8a-methyl-3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione",CC(C)C1C(=O)N2CCCC2(C(=O)N1)C,14187487
4-ethyl-3-oxohexyl 4-ethylhex-3-enoate,CCC(CC)C(=O)CCOC(=O)CC=C(CC)CC,14191321
"7-ethenyl-8a-hydroxy-1,4a,7-trimethyl-9-oxo-tetradecahydrophenanthrene-1-carboxylic acid",CC1(CCC2C3(CCCC(C3CC(=O)C2(C1)O)(C)C(=O)O)C)C=C,14192414
"4-(3,4-dimethoxyphenyl)-4-[2-(methylamino)ethyl]cyclohex-2-en-1-ol",CNCCC1(CCC(C=C1)O)C2=CC(=C(C=C2)OC)OC,14192585
Atenolol-desisopropyl,C1=CC(=CC=C1CC(=O)N)OCC(CN)O,14211540
Desisopropylatenolol,C1=CC(=CC=C1CC(=O)N)OCC(CN)O,14211540
2-[[2-(Ethoxycarbonylamino)-4-methylpentanoyl]amino]-4-methylpentanoic acid,CCOC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O,14213016
tert-butyl (2R)-2-[[(2R)-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoyl]amino]propanoate,CC(C(=O)NC(C)C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,14213285
"1-{2,7,8-trihydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl}ethyl 2-methylprop-2-enoate",CC(C1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)O)C)C)O)OC(=O)C(=C)C,14214022
"methyl 7-acetyl-1,4a,7-trimethyl-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydrophenanthrene-1-carboxylate",CC(=O)C1(CCC2C(=C1)CCC3C2(CCCC3(C)C(=O)OC)C)C,14214062
"[2-(4,8-Dimethylnonyl)-2,5,7,8-tetramethyl-3,4-dihydrochromen-6-yl] acetate",NA,14215781
Methyl 2-Methoxyisonicotinate,COC1=NC=CC(=C1)C(=O)OC,14223465
Bavachin,CC(=CCC1=CC2=C(C=C1O)O[C@@H](CC2=O)C3=CC=C(C=C3)O)C,14236566
ethyl 2-[[(2R)-4-methyl-2-[(2-methylpropan-2-yl)oxycarbonylamino]pentanoyl]amino]acetate,CCOC(=O)CNC(=O)C(CC(C)C)NC(=O)OC(C)(C)C,14236920
"1-(5-hydroxy-3-methylpentyl)-2,5,5,8a-tetramethyl-decahydronaphthalen-2-ol",NA,14239431
"7-ethenyl-1,4a,7-trimethyl-3,4,6,8,8a,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid",NA,14239484
2-(Hexadecanoylamino)-3-hydroxybutanoic acid,CCCCCCCCCCCCCCCC(=O)NC(C(C)O)C(=O)O,14239841
Thr-C16:0,CCCCCCCCCCCCCCCC(=O)NC(C(C)O)C(=O)O,14239841
Curcumol,C[C@H]1CC[C@@H]2[C@]13C[C@H]([C@](O3)(CC2=C)O)C(C)C,14240392
Curcumol,NA,14240392
Hupehenine,C[C@H]1CC[C@H]2[C@@H]([C@@H]3CC[C@@H]4[C@H]([C@@H]3CN2C1)C[C@H]5[C@H]4C[C@H]([C@@H]6[C@@]5(CC[C@@H](C6)O)C)O)C,14240934
"3,7-Dibenzyl-9,9-dimethoxy-3-aza-7-azoniabicyclo[3.3.1]nonane",COC1(C2CN(CC1CN(C2)CC3=CC=CC=C3)CC4=CC=CC=C4)OC,14257766
"[2-(3,4-dimethoxyphenyl)-7-methoxy-5-(prop-2-en-1-yl)-2,3-dihydro-1-benzofuran-3-yl]methanol",COC1=C(C=C(C=C1)C2C(C3=C(O2)C(=CC(=C3)CC=C)OC)CO)OC,14258442
Swietenocoumarin I,CC(C)(C=C)C1=CC2=CC(=C(C=C2OC1=O)OC)CC(C(C)(C)O)O,14259055
"1-{5-[2-(5-methoxyoxolan-3-yl)ethyl]-5,6,8a-trimethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl}methyl 3-methyl propanedioate",CC1CCC2(C(C1(C)CCC3CC(OC3)OC)CCC=C2COC(=O)CC(=O)OC)C,14262685
Trhachylobanoic_Acid,CC12CCCC(C1CCC34C2CC5C(C3)C5(C4)C)(C)C(=O)O,14262763
tert-Butyl (4-oxo-4-phenylbutyl)carbamate,CC(C)(C)OC(=O)NCCCC(=O)C1=CC=CC=C1,14267858
2-amino-6-(2-formyl-5-(hydroxymethyl)-1H-pyrrol-1-yl)hexanoic acid,C1=C(N(C(=C1)C=O)CCCCC(C(=O)O)N)CO,14274616
2-amino-6-[2-formyl-5-(hydroxymethyl)-1H-pyrrol-1-yl]hexanoic acid,NA,14274616
"N-(hydroxymethyl)-4-oxo-1,3,5-triazinane-1-carboxamide",C1NC(=O)NCN1C(=O)NCO,14274787
5-Aminovaleric acid betaine,C[N+](C)(C)CCCCC(=O)[O-],14274897
delta-Valerobetaine,C[N+](C)(C)CCCCC(=O)[O-],14274897
5-Aminovaleric acid betaine,NA,14274897
"4-Carboxy-N,N,N-trimethylbutan-1-aminium",C[N+](C)(C)CCCCC(=O)O,14274898
Analogue of DG(15:0/16:0/0:0),CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCC,14275229
DG(15:0/16:0/0:0),CCCCCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCC,14275229
1-Isopropyl-3-methyl-1H-pyrazole-4-carboxylic acid,CC1=NN(C=C1C(=O)O)C(C)C,14277911
1-butyl-3-methyl-1H-pyrazole-4-carboxylic acid,CCCCN1C=C(C(=N1)C)C(=O)O,14277913
